# Model Verification Tasks - Generated Fri Jan  2 12:29:22 IST 2026
# Total models: 1001
#
# Each line is a task for a droid to verify a model's Couchbase functionality
# Format: MODEL_NAME|MODEL_PATH|TABLE_NAME
#
Element_OphCoCorrespondence_Esign|modules/OphCoCorrespondence/models/Element_OphCoCorrespondence_Esign.php|et_ophcocorrespondence_esign
EmailTemplate|modules/OphCoCorrespondence/models/EmailTemplate.php|ophcocorrespondence_email_template
EventAssociatedContent|modules/OphCoCorrespondence/models/EventAssociatedContent.php|event_associated_content
FirmLetterString|modules/OphCoCorrespondence/models/FirmLetterString.php|ophcocorrespondence_firm_letter_string
FirmSiteSecretary|modules/OphCoCorrespondence/models/FirmSiteSecretary.php|ophcocorrespondence_firm_site_secretary
InternalReferralSiteFirmMapping|modules/OphCoCorrespondence/models/InternalReferralSiteFirmMapping.php|ophcocorrespondence_internal_referral_site_firm_mapping
LetterEnclosure|modules/OphCoCorrespondence/models/LetterEnclosure.php|ophcocorrespondence_letter_enclosure
LetterMacro|modules/OphCoCorrespondence/models/LetterMacro.php|letter_macro_id
LetterMacro_Firm|modules/OphCoCorrespondence/models/LetterMacro_Firm.php|ophcocorrespondence_letter_macro_firm
LetterMacro_Institution|modules/OphCoCorrespondence/models/LetterMacro_Institution.php|ophcocorrespondence_letter_macro_institution
LetterMacro_Site|modules/OphCoCorrespondence/models/LetterMacro_Site.php|ophcocorrespondence_letter_macro_site
LetterMacro_Subspecialty|modules/OphCoCorrespondence/models/LetterMacro_Subspecialty.php|ophcocorrespondence_letter_macro_subspecialty
LetterRecipient|modules/OphCoCorrespondence/models/LetterRecipient.php|ophcocorrespondence_letter_recipient
LetterString|modules/OphCoCorrespondence/models/LetterString.php|letter_string_id
LetterStringBase|modules/OphCoCorrespondence/models/LetterStringBase.php|
LetterStringGroup|modules/OphCoCorrespondence/models/LetterStringGroup.php|ophcocorrespondence_letter_string_group
LetterString_Institution|modules/OphCoCorrespondence/models/LetterString_Institution.php|ophcocorrespondence_letter_string_institution
LetterString_Site|modules/OphCoCorrespondence/models/LetterString_Site.php|ophcocorrespondence_letter_string_site
LetterType|modules/OphCoCorrespondence/models/LetterType.php|ophcocorrespondence_letter_type
MacroInitAssociatedContent|modules/OphCoCorrespondence/models/MacroInitAssociatedContent.php|macro_init_associated_content
OphCoCorrespondenceLetterSettingValue|modules/OphCoCorrespondence/models/OphCoCorrespondenceLetterSettingValue.php|ophcocorrespondence_letter_setting_value
OphCoCorrespondenceLetterSettings|modules/OphCoCorrespondence/models/OphCoCorrespondenceLetterSettings.php|ophcocorrespondence_letter_settings
OphCoCorrespondence_CommissioningBodyType_Recipient|modules/OphCoCorrespondence/models/OphCoCorrespondence_CommissioningBodyType_Recipient.php|ophcocorrespondence_cbt_recipient
OphCoCorrespondence_InternalReferral_ToLocation|modules/OphCoCorrespondence/models/OphCoCorrespondence_InternalReferral_ToLocation.php|ophcocorrespondence_internal_referral_to_location
OphCoCorrespondence_Signature|modules/OphCoCorrespondence/models/OphCoCorrespondence_Signature.php|ophcocorrespondence_signature
OphcocorrespondenceInternalReferralSettings|modules/OphCoCorrespondence/models/OphcocorrespondenceInternalReferralSettings.php|ophcocorrespondence_internal_referral_settings
OphcorrespondenceInitMethod|modules/OphCoCorrespondence/models/OphcorrespondenceInitMethod.php|ophcorrespondence_init_method
SenderEmailAddresses|modules/OphCoCorrespondence/models/SenderEmailAddresses.php|ophcocorrespondence_sender_email_addresses
SettingInternalReferral|modules/OphCoCorrespondence/models/SettingInternalReferral.php|setting_internal_referral
SubspecialtyLetterString|modules/OphCoCorrespondence/models/SubspecialtyLetterString.php|ophcocorrespondence_subspecialty_letter_string
Element_OphCoCvi_ClinicalInfo_Disorder_Assignment|modules/OphCoCvi/models/Element_OphCoCvi_ClinicalInfo_Disorder_Assignment.php|et_ophcocvi_clinicinfo_disorder_assignment
Element_OphCoCvi_ClinicalInfo_Disorder_Section_Comments|modules/OphCoCvi/models/Element_OphCoCvi_ClinicalInfo_Disorder_Section_Comments.php|et_ophcocvi_clinicinfo_disorder_section_comment
Element_OphCoCvi_Consent|modules/OphCoCvi/models/Element_OphCoCvi_Consent.php|et_ophcocvi_consent
Element_OphCoCvi_Demographics|modules/OphCoCvi/models/Element_OphCoCvi_Demographics.php|et_ophcocvi_demographics
Element_OphCoCvi_Esign|modules/OphCoCvi/models/Element_OphCoCvi_Esign.php|et_ophcocvi_esign
OphCoCvi_ClericalInfo_ContactUrgency|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_ContactUrgency.php|ophcocvi_clericinfo_contact_urgency
OphCoCvi_ClericalInfo_EmploymentStatus|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_EmploymentStatus.php|ophcocvi_clericinfo_employment_status
OphCoCvi_ClericalInfo_PatientFactor|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_PatientFactor.php|ophcocvi_clericinfo_patient_factor
OphCoCvi_ClericalInfo_PatientFactor_Answer|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_PatientFactor_Answer.php|ophcocvi_clericinfo_patient_factor_answer
OphCoCvi_ClericalInfo_PreferredComm|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_PreferredComm.php|ophcocvi_clericinfo_preferred_comm
OphCoCvi_ClericalInfo_PreferredFormat|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_PreferredFormat.php|ophcocvi_clericinfo_preferred_format
OphCoCvi_ClericalInfo_PreferredInfoFmt|modules/OphCoCvi/models/OphCoCvi_ClericalInfo_PreferredInfoFmt.php|ophcocvi_clericinfo_preferred_info_fmt
OphCoCvi_Clericalinfo_Preferredformat_Assignment|modules/OphCoCvi/models/OphCoCvi_Clericalinfo_Preferredformat_Assignment.php|ophcocvi_clericalinfo_preferredformat_assignment
OphCoCvi_ClinicalInfo_Diagnosis_Not_Covered|modules/OphCoCvi/models/OphCoCvi_ClinicalInfo_Diagnosis_Not_Covered.php|et_ophcocvi_clinicinfo_diagnosis_not_covered
OphCoCvi_ClinicalInfo_Disorder|modules/OphCoCvi/models/OphCoCvi_ClinicalInfo_Disorder.php|ophcocvi_clinicinfo_disorder
OphCoCvi_ClinicalInfo_Disorder_Section|modules/OphCoCvi/models/OphCoCvi_ClinicalInfo_Disorder_Section.php|ophcocvi_clinicinfo_disorder_section
OphCoCvi_ClinicalInfo_FieldOfVision|modules/OphCoCvi/models/OphCoCvi_ClinicalInfo_FieldOfVision.php|ophcocvi_clinicinfo_field_of_vision
OphCoCvi_ClinicalInfo_LowVisionStatus|modules/OphCoCvi/models/OphCoCvi_ClinicalInfo_LowVisionStatus.php|ophcocvi_clinicinfo_low_vision_status
OphCoCvi_DeliveryLog|modules/OphCoCvi/models/OphCoCvi_DeliveryLog.php|ophcocvi_delivery_log
OphCoCvi_Signature|modules/OphCoCvi/models/OphCoCvi_Signature.php|ophcocvi_signature
Element_OphCoDocument_Document|modules/OphCoDocument/models/Element_OphCoDocument_Document.php|et_ophcodocument_document
OphCoDocument_Sub_Types|modules/OphCoDocument/models/OphCoDocument_Sub_Types.php|ophcodocument_sub_types
Element_OphCoMessaging_Message|modules/OphCoMessaging/models/Element_OphCoMessaging_Message.php|et_ophcomessaging_message
Mailbox|modules/OphCoMessaging/models/Mailbox.php|mailbox
MailboxTeam|modules/OphCoMessaging/models/MailboxTeam.php|mailbox_team
MailboxUser|modules/OphCoMessaging/models/MailboxUser.php|mailbox_user
OphCoMessaging_Message_Comment|modules/OphCoMessaging/models/OphCoMessaging_Message_Comment.php|ophcomessaging_message_comment
OphCoMessaging_Message_MessageType|modules/OphCoMessaging/models/OphCoMessaging_Message_MessageType.php|ophcomessaging_message_message_type
OphCoMessaging_Message_Recipient|modules/OphCoMessaging/models/OphCoMessaging_Message_Recipient.php|ophcomessaging_message_recipient
Element_OphCoTherapyapplication_ExceptionalCircumstances|modules/OphCoTherapyapplication/models/Element_OphCoTherapyapplication_ExceptionalCircumstances.php|et_ophcotherapya_exceptional
Element_OphCoTherapyapplication_MrServiceInformation|modules/OphCoTherapyapplication/models/Element_OphCoTherapyapplication_MrServiceInformation.php|et_ophcotherapya_mrservicein
Element_OphCoTherapyapplication_PatientSuitability|modules/OphCoTherapyapplication/models/Element_OphCoTherapyapplication_PatientSuitability.php|et_ophcotherapya_patientsuit
Element_OphCoTherapyapplication_RelativeContraindications|modules/OphCoTherapyapplication/models/Element_OphCoTherapyapplication_RelativeContraindications.php|et_ophcotherapya_relativecon
Element_OphCoTherapyapplication_Therapydiagnosis|modules/OphCoTherapyapplication/models/Element_OphCoTherapyapplication_Therapydiagnosis.php|et_ophcotherapya_therapydiag
OphCoTherapyapplication_DecisionTree|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_DecisionTree.php|ophcotherapya_decisiontree
OphCoTherapyapplication_DecisionTreeNode|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_DecisionTreeNode.php|ophcotherapya_decisiontreenode
OphCoTherapyapplication_DecisionTreeNodeRule|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_DecisionTreeNodeRule.php|ophcotherapya_decisiontreenoderule
OphCoTherapyapplication_DecisionTreeNode_ResponseType|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_DecisionTreeNode_ResponseType.php|ophcotherapya_decisiontreenode_responsetype
OphCoTherapyapplication_DecisionTreeOutcome|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_DecisionTreeOutcome.php|ophcotherapya_decisiontreeoutcome
OphCoTherapyapplication_Disorder_Category|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_Disorder_Category.php|ophcotherapya_disorder_category
OphCoTherapyapplication_Email|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_Email.php|ophcotherapya_email
OphCoTherapyapplication_Email_Recipient|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_Email_Recipient.php|ophcotherapya_email_recipient
OphCoTherapyapplication_Email_Recipient_Type|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_Email_Recipient_Type.php|ophcotherapya_email_recipient_type
OphCoTherapyapplication_ExceptionalCircumstances_DeviationReason|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_DeviationReason.php|ophcotherapya_exceptional_deviationreason
OphCoTherapyapplication_ExceptionalCircumstances_DeviationReasonAssignment|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_DeviationReasonAssignment.php|ophcotherapya_exceptional_deviationreason_ass
OphCoTherapyapplication_ExceptionalCircumstances_FileCollectionAssignment|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_FileCollectionAssignment.php|ophcotherapya_exceptional_filecoll_assignment
OphCoTherapyapplication_ExceptionalCircumstances_Intervention|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_Intervention.php|ophcotherapya_exceptional_intervention
OphCoTherapyapplication_ExceptionalCircumstances_PastIntervention|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_PastIntervention.php|ophcotherapya_exceptional_pastintervention
OphCoTherapyapplication_ExceptionalCircumstances_PastIntervention_StopReason|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_PastIntervention_StopReason.php|ophcotherapya_exceptional_pastintervention_stopreason
OphCoTherapyapplication_ExceptionalCircumstances_StandardIntervention|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_StandardIntervention.php|ophcotherapya_exceptional_standardintervention
OphCoTherapyapplication_ExceptionalCircumstances_StartPeriod|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_ExceptionalCircumstances_StartPeriod.php|ophcotherapya_exceptional_startperiod
OphCoTherapyapplication_FileCollection|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_FileCollection.php|ophcotherapya_filecoll
OphCoTherapyapplication_FileCollectionAssignment|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_FileCollectionAssignment.php|ophcotherapya_filecoll_assignment
OphCoTherapyapplication_PatientSuitability_DecisionTreeNodeResponse|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_PatientSuitability_DecisionTreeNodeResponse.php|ophcotherapya_patientsuit_decisiontreenoderesponse
OphCoTherapyapplication_RelevantTreatment|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_RelevantTreatment.php|ophcotherapya_relevanttreatment
OphCoTherapyapplication_TherapyDisorder|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_TherapyDisorder.php|ophcotherapya_therapydisorder
OphCoTherapyapplication_Treatment|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_Treatment.php|ophcotherapya_treatment
OphCoTherapyapplication_Treatment_CostType|modules/OphCoTherapyapplication/models/OphCoTherapyapplication_Treatment_CostType.php|ophcotherapya_treatment_cost_type
Element_DrugAdministration|modules/OphDrPGDPSD/models/Element_DrugAdministration.php|et_drug_administration
Element_DrugAdministration_Assignments|modules/OphDrPGDPSD/models/Element_DrugAdministration_Assignments.php|et_drug_administration_assignments
Element_DrugAdministration_record|modules/OphDrPGDPSD/models/Element_DrugAdministration_record.php|
OphDrPGDPSD_AssignedTeam|modules/OphDrPGDPSD/models/OphDrPGDPSD_AssignedTeam.php|ophdrpgdpsd_assignedteam
OphDrPGDPSD_AssignedUser|modules/OphDrPGDPSD/models/OphDrPGDPSD_AssignedUser.php|ophdrpgdpsd_assigneduser
OphDrPGDPSD_Assignment|modules/OphDrPGDPSD/models/OphDrPGDPSD_Assignment.php|ophdrpgdpsd_assignment
OphDrPGDPSD_AssignmentMeds|modules/OphDrPGDPSD/models/OphDrPGDPSD_AssignmentMeds.php|ophdrpgdpsd_assignment_meds
OphDrPGDPSD_Assignment_Comment|modules/OphDrPGDPSD/models/OphDrPGDPSD_Assignment_Comment.php|ophdrpgdpsd_assignment_comment
OphDrPGDPSD_PGDPSD|modules/OphDrPGDPSD/models/OphDrPGDPSD_PGDPSD.php|ophdrpgdpsd_pgdpsd
OphDrPGDPSD_PGDPSDMeds|modules/OphDrPGDPSD/models/OphDrPGDPSD_PGDPSDMeds.php|ophdrpgdpsd_pgdpsd_meds
Element_OphDrPrescription_Esign|modules/OphDrPrescription/models/Element_OphDrPrescription_Esign.php|et_ophdrprescription_esign
OphDrPrescriptionEditReasons|modules/OphDrPrescription/models/OphDrPrescriptionEditReasons.php|ophdrprescription_edit_reasons
OphDrPrescriptionEditReasons_Institution|modules/OphDrPrescription/models/OphDrPrescriptionEditReasons_Institution.php|ophdrprescription_edit_reasons_institution
OphDrPrescription_DispenseCondition|modules/OphDrPrescription/models/OphDrPrescription_DispenseCondition.php|dispense_condition_id
OphDrPrescription_DispenseCondition_Institution|modules/OphDrPrescription/models/OphDrPrescription_DispenseCondition_Institution.php|ophdrprescription_dispense_condition_institution
OphDrPrescription_DispenseLocation|modules/OphDrPrescription/models/OphDrPrescription_DispenseLocation.php|dispense_location_id
OphDrPrescription_DispenseLocation_Institution|modules/OphDrPrescription/models/OphDrPrescription_DispenseLocation_Institution.php|ophdrprescription_dispense_location_institution
OphDrPrescription_Item|modules/OphDrPrescription/models/OphDrPrescription_Item.php|
OphDrPrescription_ItemTaper|modules/OphDrPrescription/models/OphDrPrescription_ItemTaper.php|ophdrprescription_item_taper
OphDrPrescription_Signature|modules/OphDrPrescription/models/OphDrPrescription_Signature.php|ophdrprescription_signature
Assessment|modules/OphGeneric/models/Assessment.php|et_ophgeneric_assessment
AssessmentEntry|modules/OphGeneric/models/AssessmentEntry.php|ophgeneric_assessment_entry
Attachment|modules/OphGeneric/models/Attachment.php|et_ophgeneric_attachment
Comments|modules/OphGeneric/models/Comments.php|et_ophgeneric_comments
DeviceInformation|modules/OphGeneric/models/DeviceInformation.php|et_ophgeneric_device_information
HFA|modules/OphGeneric/models/HFA.php|et_ophgeneric_hfa
HFAEntry|modules/OphGeneric/models/HFAEntry.php|ophgeneric_hfa_entry
RequestDetails|modules/OphGeneric/models/RequestDetails.php|request_details
Element_OphInBiometry_BiometryData|modules/OphInBiometry/models/Element_OphInBiometry_BiometryData.php|et_ophinbiometry_biometrydat
Element_OphInBiometry_IolRefValues|modules/OphInBiometry/models/Element_OphInBiometry_IolRefValues.php|et_ophinbiometry_iol_ref_values
Element_OphInBiometry_SignOff|modules/OphInBiometry/models/Element_OphInBiometry_SignOff.php|et_ophinbioemtry_signoff
Eye_Status|modules/OphInBiometry/models/Eye_Status.php|dicom_eye_status
OphInBiometry_Calculation_Formula|modules/OphInBiometry/models/OphInBiometry_Calculation_Formula.php|ophinbiometry_calculation_formula
OphInBiometry_Imported_Events|modules/OphInBiometry/models/OphInBiometry_Imported_Events.php|ophinbiometry_imported_events
OphInBiometry_LensType_Lens|modules/OphInBiometry/models/OphInBiometry_LensType_Lens.php|lenstype_lens_id
OphInBiometry_LensType_Lens_Institution|modules/OphInBiometry/models/OphInBiometry_LensType_Lens_Institution.php|ophinbiometry_lenstype_lens_institution
OphInBiometry_Lens_Position|modules/OphInBiometry/models/OphInBiometry_Lens_Position.php|ophinbiometry_lens_position
OphInBiometry_Measurement|modules/OphInBiometry/models/OphInBiometry_Measurement.php|ophinbiometry_measurement
OphInBiometry_Surgeon|modules/OphInBiometry/models/OphInBiometry_Surgeon.php|ophinbiometry_surgeon
Element_OphInDnaextraction_DnaExtraction|modules/OphInDnaextraction/models/Element_OphInDnaextraction_DnaExtraction.php|et_ophindnaextraction_dnaextraction
Element_OphInDnaextraction_DnaTests|modules/OphInDnaextraction/models/Element_OphInDnaextraction_DnaTests.php|et_ophindnaextraction_dnatests
OphInDnaextraction_DnaExtraction_Box|modules/OphInDnaextraction/models/OphInDnaextraction_DnaExtraction_Box.php|ophindnaextraction_dnaextraction_box
OphInDnaextraction_DnaExtraction_Letter|modules/OphInDnaextraction/models/OphInDnaextraction_DnaExtraction_Letter.php|ophindnaextraction_dnaextraction_letter
OphInDnaextraction_DnaExtraction_Number|modules/OphInDnaextraction/models/OphInDnaextraction_DnaExtraction_Number.php|ophindnaextraction_dnaextraction_number
OphInDnaextraction_DnaExtraction_Storage|modules/OphInDnaextraction/models/OphInDnaextraction_DnaExtraction_Storage.php|ophindnaextraction_storage_address
OphInDnaextraction_DnaTests_Study|modules/OphInDnaextraction/models/OphInDnaextraction_DnaTests_Study.php|ophindnaextraction_dnatests_study
OphInDnaextraction_DnaTests_Transaction|modules/OphInDnaextraction/models/OphInDnaextraction_DnaTests_Transaction.php|ophindnaextraction_dnatests_transaction
Element_OphInDnasample_Sample|modules/OphInDnasample/models/Element_OphInDnasample_Sample.php|et_ophindnasample_sample
OphInDnasample_Sample_Type|modules/OphInDnasample/models/OphInDnasample_Sample_Type.php|ophindnasample_sample_type
OphInGeneticresults_External_Source|modules/OphInGeneticresults/models/OphInGeneticresults_External_Source.php|ophingeneticresults_external_source
OphInGeneticresults_Test_Effect|modules/OphInGeneticresults/models/OphInGeneticresults_Test_Effect.php|ophingeneticresults_test_effect
OphInGeneticresults_Test_Method|modules/OphInGeneticresults/models/OphInGeneticresults_Test_Method.php|ophingeneticresults_test_method
BaseLabResultElement|modules/OphInLabResults/models/BaseLabResultElement.php|
Element_OphInLabResults_Details|modules/OphInLabResults/models/Element_OphInLabResults_Details.php|et_ophinlabresults_details
Element_OphInLabResults_Entry|modules/OphInLabResults/models/Element_OphInLabResults_Entry.php|print_
Element_OphInLabResults_ResultTimedNumeric|modules/OphInLabResults/models/Element_OphInLabResults_ResultTimedNumeric.php|et_ophinlabresults_result_timed_numeric
OphInLabResults_Field_Type|modules/OphInLabResults/models/OphInLabResults_Field_Type.php|ophinlabresults_field_type
OphInLabResults_Type|modules/OphInLabResults/models/OphInLabResults_Type.php|labresults_type_id
OphInLabResults_Type_Institution|modules/OphInLabResults/models/OphInLabResults_Type_Institution.php|ophinlabresults_type_institution
OphInLabResults_Type_Options|modules/OphInLabResults/models/OphInLabResults_Type_Options.php|ophinlabresults_type_options
Element_OphInVisualfields_Comments|modules/OphInVisualfields/models/Element_OphInVisualfields_Comments.php|et_ophinvisualfields_comments
Element_OphInVisualfields_Condition|modules/OphInVisualfields/models/Element_OphInVisualfields_Condition.php|et_ophinvisualfields_condition
Element_OphInVisualfields_Condition_Ability_Assignment|modules/OphInVisualfields/models/Element_OphInVisualfields_Condition_Ability_Assignment.php|et_ophinvisualfields_condition_ability_assignment
Element_OphInVisualfields_Image|modules/OphInVisualfields/models/Element_OphInVisualfields_Image.php|et_ophinvisualfields_image
Element_OphInVisualfields_Result|modules/OphInVisualfields/models/Element_OphInVisualfields_Result.php|et_ophinvisualfields_result
Element_OphInVisualfields_Result_Assessment_Assignment|modules/OphInVisualfields/models/Element_OphInVisualfields_Result_Assessment_Assignment.php|et_ophinvisualfields_result_assessment_assignment
OphInVisualfields_Condition_Ability|modules/OphInVisualfields/models/OphInVisualfields_Condition_Ability.php|ophinvisualfields_condition_ability
OphInVisualfields_Field_Measurement|modules/OphInVisualfields/models/OphInVisualfields_Field_Measurement.php|ophinvisualfields_field_measurement
OphInVisualfields_Pattern|modules/OphInVisualfields/models/OphInVisualfields_Pattern.php|ophinvisualfields_pattern
OphInVisualfields_Result_Assessment|modules/OphInVisualfields/models/OphInVisualfields_Result_Assessment.php|ophinvisualfields_result_assessment
OphInVisualfields_Strategy|modules/OphInVisualfields/models/OphInVisualfields_Strategy.php|ophinvisualfields_strategy
CatProm5AnswerResult|modules/OphOuCatprom5/models/CatProm5AnswerResult.php|
CatProm5Answers|modules/OphOuCatprom5/models/CatProm5Answers.php|
CatProm5EventResult|modules/OphOuCatprom5/models/CatProm5EventResult.php|
CatProm5Questions|modules/OphOuCatprom5/models/CatProm5Questions.php|
Element_OphTrConsent_AdditionalSignatures|modules/OphTrConsent/models/Element_OphTrConsent_AdditionalSignatures.php|et_ophtrconsent_additional_signatures
Element_OphTrConsent_AdvancedDecision|modules/OphTrConsent/models/Element_OphTrConsent_AdvancedDecision.php|et_ophtrconsent_advanceddecision
Element_OphTrConsent_BenefitsAndRisks|modules/OphTrConsent/models/Element_OphTrConsent_BenefitsAndRisks.php|et_ophtrconsent_benfitrisk
Element_OphTrConsent_BestInterestDecision|modules/OphTrConsent/models/Element_OphTrConsent_BestInterestDecision.php|et_ophtrconsent_best_interest_decision
Element_OphTrConsent_CapacityAssessment|modules/OphTrConsent/models/Element_OphTrConsent_CapacityAssessment.php|et_ophtrconsent_capacity_assessment
Element_OphTrConsent_CapacityAssessment_LackCapReason|modules/OphTrConsent/models/Element_OphTrConsent_CapacityAssessment_LackCapReason.php|et_ophtrconsent_capacity_assessment_lack_cap_reason
Element_OphTrConsent_Confirm|modules/OphTrConsent/models/Element_OphTrConsent_Confirm.php|et_ophtrconsent_confirmation
Element_OphTrConsent_Consenttakenby|modules/OphTrConsent/models/Element_OphTrConsent_Consenttakenby.php|et_ophtrconsent_consenttakenby
Element_OphTrConsent_Copies|modules/OphTrConsent/models/Element_OphTrConsent_Copies.php|et_ophtrconsent_copies
Element_OphTrConsent_Esign|modules/OphTrConsent/models/Element_OphTrConsent_Esign.php|et_ophtrconsent_esign
Element_OphTrConsent_ExtraProcedures|modules/OphTrConsent/models/Element_OphTrConsent_ExtraProcedures.php|et_ophtrconsent_extraprocedure
Element_OphTrConsent_Leaflets|modules/OphTrConsent/models/Element_OphTrConsent_Leaflets.php|et_ophtrconsent_leaflets
Element_OphTrConsent_MedicalCapacityAdvocate|modules/OphTrConsent/models/Element_OphTrConsent_MedicalCapacityAdvocate.php|et_ophtrconsent_medical_capacity_advocate
Element_OphTrConsent_OthersInvolvedDecisionMakingProcess|modules/OphTrConsent/models/Element_OphTrConsent_OthersInvolvedDecisionMakingProcess.php|et_ophtrconsent_others_involved_decision_making_process
Element_OphTrConsent_PatientAttorneyDeputy|modules/OphTrConsent/models/Element_OphTrConsent_PatientAttorneyDeputy.php|et_ophtrconsent_patient_attorney_deputy
Element_OphTrConsent_PatientQuestions|modules/OphTrConsent/models/Element_OphTrConsent_PatientQuestions.php|et_ophtrconsent_patientquestions
Element_OphTrConsent_Procedure|modules/OphTrConsent/models/Element_OphTrConsent_Procedure.php|et_ophtrconsent_procedure
Element_OphTrConsent_Specialrequirements|modules/OphTrConsent/models/Element_OphTrConsent_Specialrequirements.php|et_ophtrconsent_specialreq
Element_OphTrConsent_SupplementaryConsent|modules/OphTrConsent/models/Element_OphTrConsent_SupplementaryConsent.php|et_ophtrconsent_sup_consent_element
Element_OphTrConsent_Type|modules/OphTrConsent/models/Element_OphTrConsent_Type.php|et_ophtrconsent_type
Element_OphTrConsent_Withdrawal|modules/OphTrConsent/models/Element_OphTrConsent_Withdrawal.php|et_ophtrconsent_withdrawal
EtOphtrconsentProcedureProcDefaults|modules/OphTrConsent/models/EtOphtrconsentProcedureProcDefaults.php|ophtrconsent_procedure_proc_defaults
OphTrConsent_AdditionalRisk|modules/OphTrConsent/models/OphTrConsent_AdditionalRisk.php|ophtrconsent_additional_risk
OphTrConsent_AdditionalRiskSubspecialtyAssignment|modules/OphTrConsent/models/OphTrConsent_AdditionalRiskSubspecialtyAssignment.php|ophtrconsent_additional_risk_subspecialty_assignment
OphTrConsent_Authorised_Decision|modules/OphTrConsent/models/OphTrConsent_Authorised_Decision.php|ophtrconsent_authorised_decision
OphTrConsent_BestInterestDecision_Attachment|modules/OphTrConsent/models/OphTrConsent_BestInterestDecision_Attachment.php|ophtrconsent_best_interest_decision_attachment
OphTrConsent_Considered_Decision|modules/OphTrConsent/models/OphTrConsent_Considered_Decision.php|ophtrconsent_considered_decision
OphTrConsent_Extra_Procedure|modules/OphTrConsent/models/OphTrConsent_Extra_Procedure.php|ophtrconsent_procedure_extra
OphTrConsent_Extra_Procedure_subspecialty_assignment|modules/OphTrConsent/models/OphTrConsent_Extra_Procedure_subspecialty_assignment.php|ophtrconsent_extra_proc_subspecialty_assignment
OphTrConsent_LackOfCapacityReason|modules/OphTrConsent/models/OphTrConsent_LackOfCapacityReason.php|ophtrconsent_lack_of_capacity_reason
OphTrConsent_Leaflet|modules/OphTrConsent/models/OphTrConsent_Leaflet.php|leaflet_id
OphTrConsent_Leaflet_Firm|modules/OphTrConsent/models/OphTrConsent_Leaflet_Firm.php|ophtrconsent_leaflet_firm
OphTrConsent_Leaflet_Subspecialty|modules/OphTrConsent/models/OphTrConsent_Leaflet_Subspecialty.php|ophtrconsent_leaflet_subspecialty
OphTrConsent_Leaflets|modules/OphTrConsent/models/OphTrConsent_Leaflets.php|ophtrconsent_leaflets
OphTrConsent_Medical_Capacity_Advocate_Instructed|modules/OphTrConsent/models/OphTrConsent_Medical_Capacity_Advocate_Instructed.php|ophtrconsent_medical_capacity_advocate_instructed
OphTrConsent_Paper_Copies|modules/OphTrConsent/models/OphTrConsent_Paper_Copies.php|ophtrconsent_paper_copies
OphTrConsent_PatientContactMethod|modules/OphTrConsent/models/OphTrConsent_PatientContactMethod.php|ophtrconsent_patient_contact_method
OphTrConsent_PatientRelationship|modules/OphTrConsent/models/OphTrConsent_PatientRelationship.php|ophtrconsent_patient_relationship
OphTrConsent_Procedure_AnaestheticType|modules/OphTrConsent/models/OphTrConsent_Procedure_AnaestheticType.php|ophtrconsent_procedure_anaesthetic_type
OphTrConsent_Procedure_Extra_Assignment|modules/OphTrConsent/models/OphTrConsent_Procedure_Extra_Assignment.php|ophtrconsent_procedure_extra_assignment
OphTrConsent_Signature|modules/OphTrConsent/models/OphTrConsent_Signature.php|ophtrconsent_signature
OphTrConsent_Template|modules/OphTrConsent/models/OphTrConsent_Template.php|ophtrconsent_template
OphTrConsent_TemplateProcedure|modules/OphTrConsent/models/OphTrConsent_TemplateProcedure.php|ophtrconsent_template_procedure
OphTrConsent_Type_Assessment|modules/OphTrConsent/models/OphTrConsent_Type_Assessment.php|ophtrconsent_type_assessment
